"article_id","score"
1,0.109351098537445
4,0.0593418478965759
7,0.0819921493530273
8,0.090363085269928
9,0.169881582260132
13,0.236869215965271
17,0.119573593139648
19,0.149176597595215
20,0.0611295104026794
23,0.0732364058494568
25,0.0894824862480164
35,0.0957404375076294
37,0.0957582592964172
40,0.137834548950195
42,0.189354062080383
43,0.057398796081543
47,0.0683594346046448
49,0.08487868309021
50,0.0775724053382874
58,0.147036790847778
63,0.0850629210472107
65,0.0509849190711975
68,0.0507684350013733
69,0.0624348521232605
74,0.14655077457428
87,0.147080183029175
88,0.0823807716369629
96,0.0938637256622314
97,0.211456120014191
101,0.24400669336319
105,0.104948759078979
108,0.179184257984161
112,0.0914509296417236
113,0.319935917854309
114,0.266441941261292
115,0.0706148743629456
116,0.210368633270264
118,0.275063514709473
121,0.0740899443626404
122,0.132126092910767
125,0.0498009324073792
128,0.110577881336212
135,0.077647864818573
137,0.233336091041565
138,0.229708850383759
141,0.134297907352448
143,0.140698492527008
146,0.243551552295685
147,0.0469363331794739
150,0.0666759014129639
156,0.171942710876465
161,0.114964067935944
167,0.0579572319984436
168,0.0706052780151367
171,0.119832336902618
175,0.107080161571503
176,0.0536477565765381
177,0.263246893882751
186,0.149401605129242
189,0.190723836421967
190,0.0880544185638428
194,0.0804577469825745
196,0.0926668643951416
198,0.077302873134613
201,0.0718223452568054
204,0.0625369548797607
207,0.210562288761139
223,0.133372187614441
229,0.0975667238235474
234,0.174177050590515
236,0.165726840496063
238,0.109105169773102
241,0.0633358359336853
251,0.141477763652802
252,0.274718523025513
257,0.0756115317344666
271,0.238019645214081
272,0.150620996952057
273,0.103832721710205
275,0.0700873732566833
278,0.122528910636902
281,0.180766224861145
283,0.167729139328003
296,0.0778054594993591
299,0.0924215316772461
301,0.124794721603394
306,0.0658245086669922
309,0.0862746834754944
312,0.268954038619995
317,0.25216156244278
318,0.235090792179108
323,0.265622138977051
327,0.375657558441162
329,0.430388510227203
332,0.134953081607819
335,0.178450345993042
341,0.240294218063354
343,0.453421950340271
344,0.21151602268219
345,0.195559144020081
348,0.274499297142029
350,0.213277041912079
351,0.344983696937561
354,0.25722062587738
355,0.28718626499176
359,0.106556415557861
360,0.11919093132019
363,0.10173112154007
368,0.08014976978302
374,0.126616597175598
375,0.0837154388427734
378,0.159422159194946
379,0.235971212387085
388,0.0954382419586182
389,0.175378978252411
395,0.112117409706116
398,0.112151920795441
402,0.0478019118309021
404,0.15849757194519
409,0.10962837934494
410,0.21881514787674
413,0.133906185626984
415,0.0516796112060547
418,0.0879354476928711
426,0.0791847109794617
429,0.17366749048233
431,0.0726103782653809
434,0.125482797622681
440,0.228549420833588
446,0.0669417381286621
447,0.118392705917358
454,0.155902922153473
457,0.458996474742889
460,0.10776287317276
462,0.181732594966888
467,0.147491753101349
469,0.325077176094055
470,0.107050776481628
477,0.143266916275024
478,0.184470355510712
480,0.254296481609344
481,0.059410572052002
483,0.0732507705688477
484,0.191733956336975
485,0.111744582653046
