"article_id","score"
1,0.186572222222222
4,0.13746746031746
7,0.0762047619047619
8,0.102969047619048
9,0.241790476190476
13,0.368394444444444
17,0.290928571428571
19,0.256679365079365
20,0.097097619047619
23,0.0571650793650794
25,0.279735714285714
35,0.229614285714286
37,0.168975396825397
40,0.253247619047619
42,0.247675396825397
43,0.086431746031746
47,0.119100793650794
49,0.0820912698412699
50,0.0250198412698413
58,0.28131746031746
63,0.025431746031746
65,0.0234246031746032
68,0.135540476190476
69,0.21687619047619
74,0.317431746031746
87,0.259173015873016
88,0.241165079365079
96,0.147339682539683
97,0.363645238095238
101,0.284353968253968
105,0.157609523809524
108,0.229424603174603
112,0.12351746031746
113,0.257584126984127
114,0.371075396825397
115,0.141146031746032
116,0.278388888888889
118,0.275777777777778
121,0.157714285714286
122,0.26434126984127
125,0.151057142857143
128,0.254497619047619
135,0.13893253968254
137,0.247523015873016
138,0.250750793650794
141,0.209707142857143
143,0.267477777777778
146,0.354443650793651
147,0.0483666666666667
150,0.146238888888889
156,0.231419841269841
161,0.189113492063492
167,0.150153174603175
168,0.103387301587302
171,0.30676507936508
175,0.292873015873016
176,0.0784825396825397
177,0.274359523809524
186,0.142897691197691
189,0.171149206349206
190,0.142536507936508
194,0.108503968253968
196,0.159477777777778
198,0.129451587301587
201,0.240628571428571
204,0.110346825396825
207,0.250106349206349
223,0.245168253968254
229,0.119909523809524
234,0.244526984126984
236,0.274230158730159
238,0.191361111111111
241,0.0971730158730159
251,0.176348412698413
252,0.433971428571429
257,0.0925564213564213
271,0.357419841269841
272,0.323045238095238
273,0.215907142857143
275,0.193801587301587
278,0.260592929292929
281,0.253668253968254
283,0.209072222222222
296,0.214329365079365
299,0.158511111111111
301,0.179780158730159
306,0.18113253968254
309,0.149589682539683
312,0.318865079365079
317,0.324483333333333
318,0.257192857142857
323,0.251615079365079
327,0.35991746031746
329,0.326648412698413
332,0.219657142857143
335,0.249071428571429
341,0.330084920634921
343,0.40183253968254
344,0.328025396825397
345,0.185684126984127
348,0.260518253968254
350,0.229686507936508
351,0.307688095238095
354,0.267626984126984
355,0.297346031746032
359,0.102942063492064
360,0.180805555555556
363,0.21084126984127
368,0.10703253968254
374,0.13018253968254
375,0.0779714285714286
378,0.214388095238095
379,0.222446825396825
388,0.164668253968254
389,0.227569841269841
395,0.136563492063492
398,0.290357936507937
402,0.104696825396825
404,0.160857936507937
409,0.16875873015873
410,0.249057142857143
413,0.215025396825397
415,0.0671023809523809
418,0.150798412698413
426,0.214953968253968
429,0.244718253968254
431,0.144625396825397
434,0.172850793650794
440,0.234347619047619
446,0.0748761904761905
447,0.201529365079365
454,0.178647619047619
457,0.402938095238095
460,0.136800793650794
462,0.17402619047619
467,0.123246031746032
469,0.365753968253968
470,0.100711111111111
477,0.134274603174603
478,0.298357142857143
480,0.196730952380952
481,0.0982896825396826
483,0.0587904761904762
484,0.278679365079365
485,0.159075396825397
487,0.140655555555556
490,0.135665873015873
492,0.0835111111111111
494,0.161570634920635
495,0.22299126984127
496,0.181931746031746
498,0.243107142857143
505,0.0638246031746032
506,0.107300793650794
507,0.107907936507937
509,0.0618230158730159
511,0.135606349206349
512,0.193188888888889
517,0.133855555555556
520,0.219819841269841
522,0.0952920634920635
523,0.242474603174603
525,0.204094444444444
532,0.189161904761905
534,0.391269841269841
536,0.251788095238095
537,0.262652380952381
540,0.318280158730159
550,0.233584126984127
557,0.143055555555556
563,0.240094444444444
564,0.244168253968254
575,0.296823015873016
593,0.129327777777778
594,0.260919047619048
595,0.120505555555556
596,0.15164126984127
599,0.157853174603175
600,0.222052380952381
603,0.146620634920635
604,0.159496031746032
605,0.128097619047619
607,0.0815642857142857
609,0.163956746031746
611,0.222189682539683
614,0.205948412698413
615,0.0659984126984127
620,0.176922222222222
622,0.111070634920635
624,0.105148412698413
625,0.180931818181818
626,0.469196031746032
633,0.11493253968254
636,0.361907142857143
637,0.391973809523809
638,0.173737301587302
647,0.225619841269841
648,0.222119841269841
650,0.0517714285714286
653,0.197821428571429
654,0.162692063492064
658,0.134971428571429
660,0.354974603174603
664,0.257104761904762
665,0.185044444444445
669,0.12229126984127
671,0.206069841269841
673,0.391046031746032
677,0.318026190476191
679,0.201684920634921
681,0.176914285714286
686,0.171814285714286
687,0.0580103174603174
694,0.149279365079365
696,0.177464285714286
699,0.219401587301587
700,0.142704761904762
704,0.184330952380952
706,0.125894444444445
709,0.348895238095238
712,0.409870634920635
713,0.165240476190476
714,0.327984126984127
715,0.352981746031746
717,0.256588095238095
718,0.352373809523809
719,0.272888095238095
722,0.242642857142857
723,0.345257936507937
724,0.144110317460317
727,0.438275396825397
730,0.315122222222222
735,0.310079365079365
737,0.335838888888889
742,0.253529365079365
747,0.209218253968254
748,0.0440420634920635
749,0.128212698412698
750,0.170983333333333
753,0.29491746031746
755,0.126176984126984
756,0.113692063492063
761,0.353824603174603
765,0.242953174603175
766,0.107371428571429
767,0.176371428571429
771,0.177118253968254
772,0.198347619047619
