"article_id","score"
1,0.0748333924704813
4,0.0369669787813155
7,0.0634218505233743
8,0.056777660641902
9,0.151815888567754
13,0.237145337874611
17,0.0625509771724283
19,0.136713961988828
20,0.0520899203871354
23,0.0475818222854243
25,0.0554645298078273
35,0.095953619091294
37,0.0361867338305344
40,0.155560845386719
42,0.254192080325366
43,0.0478565590370576
47,0.0433452988977639
49,0.0533295861854551
50,0.047789601195141
58,0.162489462003397
63,0.0492216432890382
65,0.0353755101588264
68,0.0353671162003001
69,0.0481969872085563
74,0.162200416164786
87,0.0767097600135608
88,0.0498190187770688
96,0.0528570063692989
97,0.312719860618209
101,0.175458372720659
105,0.0603024619275771
108,0.129220801171469
112,0.08065184603943
113,0.584169528291427
114,0.325656163995481
115,0.042985932110506
116,0.157411266906879
118,0.24609793769009
121,0.0421944381645837
122,0.105718081382268
125,0.0396921068907212
128,0.0835112084197822
135,0.0290256729089386
137,0.220088382572499
138,0.263921670230647
141,0.0931272982680829
143,0.145728573057588
146,0.078425507540125
147,0.0338969745856766
150,0.0436600087567347
156,0.192072602587589
161,0.0715928058629518
167,0.029467291505943
168,0.0374156267909076
171,0.0428801662803994
175,0.0965443951301125
176,0.035898808831863
177,0.184538166152173
186,0.0713459774080409
189,0.185143241108926
190,0.0444213984467708
194,0.0293550869885586
196,0.0385249065472712
198,0.0358153769123049
201,0.0455210668834345
204,0.0271220716687387
207,0.153272894385589
223,0.0598333221750596
229,0.0442843803716406
234,0.152194005324851
236,0.139851839058374
238,0.0428536808123342
241,0.0495674481923358
251,0.0544410648615497
252,0.31882142036216
257,0.0205346101499969
271,0.177418973667993
272,0.138164848881227
273,0.0471198524444881
275,0.0569137921727248
278,0.0497616841911096
281,0.115545092911315
283,0.0885948649067728
296,0.0270744164192508
299,0.0179462261473702
301,0.0787019292837878
306,0.0179283285925589
309,0.03961807409625
312,0.270807344949164
317,0.40930955474073
318,0.197581248926136
323,0.250538568236955
327,0.641797251272956
329,0.72365605753759
332,0.0679428919036005
335,0.0835106860826427
341,0.0944442298092314
343,0.917183800578142
344,0.100579547733929
345,0.145136289872516
348,0.197979210516232
350,0.205714583043406
351,0.486051976817575
354,0.173927342596008
355,0.258606405313998
359,0.0456096388544533
360,0.0779089242644081
363,0.0317226863272073
368,0.0287255949231818
374,0.090474209853637
375,0.0369953002789314
378,0.0863506850771544
379,0.199255080943652
388,0.0674938570088559
389,0.177357150639698
395,0.0723174308458968
398,0.0386454984304892
402,0.0206571516828074
404,0.0661676792217516
409,0.0828290443305668
410,0.174836920611628
413,0.0781878259132176
415,0.023253300475745
418,0.07545703132875
426,0.0450305243790834
429,0.138277139342514
431,0.0291666726558018
434,0.106754865469327
440,0.196638809715763
446,0.0190181402984553
447,0.0852715926402464
454,0.0711521414690894
457,0.66600507814611
460,0.0563217448659358
462,0.0412186451406844
467,0.120075775627946
469,0.508383523755087
470,0.0250352089621822
477,0.0691717548980527
478,0.0810107084375768
480,0.292222243657333
481,0.0405263523789746
483,0.041814940421114
484,0.224832222656325
485,0.0466544716270451
487,0.0483612929400584
490,0.0784436813742391
492,0.0349099669530667
494,0.0954170576001086
495,0.0756709741027163
496,0.0813569308362133
498,0.0896704378422861
505,0.035820078684146
506,0.058833796316215
507,0.0363419478333106
509,0.023110068936423
511,0.108562853244579
512,0.12408977356943
517,0.0677591804919334
520,0.0914241496783865
522,0.0487864713712476
523,0.161276639275795
525,0.0319175173336559
532,0.0323669680287937
534,0.256474344592558
536,0.132845150744899
537,0.141773805653473
540,0.160237974994917
550,0.0777405994736936
557,0.0938484102947688
563,0.122484862500523
564,0.169767241572666
575,0.346468646870641
593,0.0269505153845653
594,0.0435701258407379
595,0.0426352770689438
596,0.0850464598948073
599,0.0584759134482151
600,0.112795434003952
603,0.0742685023415136
604,0.0653501256279098
605,0.0774151278420941
607,0.0294559743866047
609,0.114528864482538
611,0.053453626335568
614,0.0663110472924616
615,0.0541931440386003
620,0.095848882518164
622,0.0325900628693146
624,0.0703162287273654
625,0.0642067263360758
626,0.331233025787158
633,0.0325344621315041
636,0.468187970970563
637,0.45632818119825
638,0.0473661191288625
647,0.24990332682483
648,0.0776961011008331
650,0.0583460089079246
653,0.038038702942987
654,0.0389667596878478
658,0.0341636251741089
660,0.585107638852788
664,0.0577413164826288
665,0.111861017428681
669,0.0741454974337607
671,0.113672212999196
673,0.625542149134851
677,0.108919020754379
679,0.0424500835948284
681,0.0521843651663528
686,0.0685988454416357
687,0.031047015606503
694,0.0696635565902996
696,0.374505009167849
699,0.0172044736109436
700,0.0535604838254967
704,0.154332968762056
706,0.0460658099765529
709,0.74691889797917
712,0.774640867932096
713,0.0376305897371983
714,0.17304386021316
715,0.587901452610125
717,0.0881157849909835
718,0.414570562403652
719,0.477396840290913
722,0.0978866805720665
723,0.83224852877415
724,0.0658777697547222
727,0.644001839326223
730,0.459978801240096
735,0.167090290356469
737,0.073116442894549
742,0.0525460376485941
747,0.0703602814059307
748,0.025954953065624
749,0.0532793404991833
750,0.0922619935287532
753,0.104886414135249
755,0.0313104429192155
756,0.0606501740325744
761,0.273556690806835
765,0.0861661497273675
766,0.079408730188133
767,0.0627152184763183
771,0.131355338798171
772,0.0402582506314066
774,0.136902649749861
776,0.0267277930691056
777,0.0907047939061234
785,0.346483676953809
787,0.0585205896801804
794,0.634203360951969
796,0.0225698132662889
798,0.0414458455075944
803,0.0678163936851599
812,0.188525231697752
814,0.0812768904528371
816,0.0511608911300079
818,0.0152476008260514
819,0.0490188699992585
825,0.104164445216825
826,0.0383997210793526
827,0.0243542356703068
831,0.0752918250132789
850,0.276581618199779
852,0.131942207664209
854,0.263464194095785
855,0.091950597309265
863,0.133919403969814
873,0.0944209942765727
880,0.0599255471005863
881,0.0503428645391362
891,0.109295182326029
892,0.0981823739864402
893,0.0327638469455883
897,0.0464218091077079
898,0.0373523583446598
900,0.0700229771164294
902,0.0311684400411901
904,0.0299660865022045
905,0.0421078895411352
908,0.0313432580803541
909,0.0439947694768099
920,0.555839624751317
921,0.0469727495092531
923,0.0725526091589077
929,0.153325855304431
933,0.0316349468233663
934,0.0568339036218876
937,0.0885463878667981
939,0.0491050171491287
940,0.0361438977417487
944,0.0756479550775993
947,0.117341244653834
948,0.10975104937771
956,0.120865894914375
957,0.0536362389462546
961,0.204145086875072
964,0.0850349816795296
970,0.0380541297627651
973,0.215890019285073
974,0.0794286197029333
975,0.0263005165904215
978,0.0324010046067098
982,0.157287868466179
988,0.16806825181263
998,0.0341077323097202
999,0.0572874275569598
1004,0.0618729226699788
1005,0.0587037979699745
1010,0.0262511163639673
1011,0.0788597654942417
1013,0.0558404755014035
1015,0.114659187325477
1022,0.034023142671945
1026,0.0477007044190862
1027,0.119412205258831
1030,0.461046783660556
1038,0.0654385685069763
1040,0.0271821301894609
1044,0.0878271726326163
1048,0.0532154068608219
1054,0.0596719435082452
1055,0.0512809890809039
1056,0.0348628640034902
1058,0.059932225223191
1060,0.0571665544584904
1063,0.482407069187581
1067,0.0466633606080601
1068,0.829326778487883
1071,0.0346153303079403
1073,0.546417977998368
1076,0.132342401816823
1078,0.0682215440926089
1092,0.231704341238747
1094,0.0659150121418243
1098,0.0296926631771775
1102,0.08058353644223
1103,0.243605748120096
1108,0.0333954889979075
1113,0.029133231396752
1118,0.898439454433601
1122,0.74242751246709
1123,0.579072887197862
1125,0.796921816768519
1126,0.813543688971312
1139,0.679789743567501
1142,0.124368538095735
1144,0.4046102069581
1147,0.458914271994845
1154,0.147334248917462
1157,0.206455237261715
1167,0.0591569578439624
1168,0.0505172982093717
1173,0.146591038177598
1175,0.0909380707072389
1180,0.1596557762779
1183,0.0489934772962703
1187,0.148235773021663
1189,0.746202203825949
1191,0.0340358604631779
1192,0.0329097301096559
1198,0.1087469409548
1199,0.0631511381380648
1200,0.0519780012135632
1205,0.037023426648327
1208,0.0336964086615005
1210,0.0770226436665165
1211,0.0802933197115742
1215,0.0344560769632258
1217,0.156210119878905
1220,0.0605690394560383
1222,0.09712460503503
1225,0.128452426663273
1226,0.0411218509037347
1231,0.0663886030012266
1232,0.0797186063494532
1235,0.0460060319324391
1244,0.0539011210888598
1249,0.0847761986452822
1250,0.0322969916168263
1252,0.132930873075875
1275,0.0347921097099156
1279,0.184700554540499
1284,0.072665457756428
1288,0.0428812771003982
1293,0.0680461750903704
1294,0.0348572579463416
1298,0.0775895021902298
1299,0.051742269530747
1307,0.0367775261162022
1309,0.055970863376241
1310,0.0651233018212127
1312,0.141449316674188
1313,0.139402316568423
1324,0.312259896936375
1326,0.0356178373768352
1334,0.0252833090286932
1343,0.0511428125069885
1346,0.0528536701473404
1354,0.105572923502318
1359,0.0427355735522509
1363,0.0352339910460519
1364,0.0709114372075451
1370,0.0706095332339216
1371,0.0520177685486302
1379,0.0301220339155094
1381,0.0881362986365799
1382,0.050968956406125
1385,0.159164826786306
1386,0.0718812683265112
1392,0.0942840481187082
1395,0.145721203453138
1396,0.101199724308285
1398,0.0452914679131161
1399,0.0301549077506955
1400,0.110607282753711
1404,0.029789451382241
1407,0.072955920050713
1411,0.0747642894060901
1414,0.0396725435261139
1415,0.0598088355588238
1417,0.0878683362717648
1421,0.107212532699375
1424,0.0437501118486851
1425,0.156750884546953
1430,0.454507732290044
1431,0.24839298118653
1439,0.0349657630451258
1440,0.0348382454833663
1446,0.0375775980395317
1449,0.0623655156693642
1453,0.0298621548336763
1454,0.0402958737380101
1458,0.0783255489395528
1462,0.113588927926626
1466,0.24758342797254
1468,0.0400045091901405
1474,0.0886976995369262
1475,0.0234620497452197
1479,0.0933880286093851
1486,0.256138794280464
1494,0.148848554160824
1495,0.0164857798336111
1497,0.0379417888422445
1498,0.0259285334849096
1499,0.236852088226057
1500,0.513836654945613
1510,0.452441032648024
1511,0.0566749340058411
1515,0.215989160189992
1523,0.0938945690926213
1539,0.799333703755502
1541,0.0206623829366313
1543,0.0231561650651343
1548,0.0795960685187835
1552,0.131152836031844
1555,0.628443484163169
1557,0.284631169780701
1561,0.205290265017369
1562,0.388777192513169
1575,0.394904186182349
1578,0.129900478261866
1586,0.19607951361
1587,0.178199506050514
1589,0.0705153254218513
1590,0.088011928117017
1591,0.036121642807732
1596,0.165431342519393
1599,0.0578154959788397
1602,0.336590709848386
1610,0.108985474875625
1617,0.0141565877891114
1620,0.130605799855771
