"article_id","score"
1,0.0134699483087082
4,0.000798621455609401
7,0.000250755463408236
8,0.00162252092031102
9,0.041111577839757
13,0.478484815151438
17,0.016610033647525
19,0.023501880496529
20,0.000326640826251669
23,9.67574878142728e-05
25,0.00479086930714826
35,0.0197591482903847
37,0.00337872200099758
40,0.0264804938151806
42,0.0320676327144529
43,0.000163022500368045
47,0.00014651122475627
49,0.000163519153696252
50,3.46040764041078e-05
58,0.0392467701571406
63,4.3655063955212e-05
65,2.83384368539868e-05
68,0.000396922388699654
69,0.0178824657086683
74,0.0744811416097996
87,0.0239150666399392
88,0.0149810849982361
96,0.00149522559125396
97,0.24700498728346
101,0.0564381951349343
105,0.000810696421157961
108,0.0113929786840591
112,0.000251484355135064
113,0.120250039282846
114,0.540193993569215
115,0.00089143678264287
116,0.0263623132872237
118,0.0982333078635587
121,0.000853562223036586
122,0.0238986129189891
125,0.000954338895261546
128,0.0221153026559119
135,0.000732709645185432
137,0.0226631423222661
138,0.16697169723769
141,0.00520511939058537
143,0.0233267375416748
146,0.151894502009857
147,0.000100466250961918
150,0.000614402725366028
156,0.0639006217973627
161,0.00220568973480328
167,0.00175752133175866
168,0.000340777903363422
171,0.0227068898654395
175,0.0548225341903041
176,0.00028514025629563
177,0.149395939742001
186,0.0017372280977472
189,0.0131616739273775
190,0.000736465420103609
194,0.000144573077344238
196,0.00050855537681112
198,0.00141019589156364
201,0.0124145638823498
204,0.000178237976354036
207,0.0142846366168945
223,0.0103423110561265
229,0.000578090486787258
234,0.00372489977845039
236,0.0463061213258652
238,0.00753477023743265
241,0.000234338744416328
251,0.00110182791411158
252,0.413454539709035
257,0.000120247299803039
271,0.372656762890338
272,0.219000824993877
273,0.00360054855916545
275,0.00520923991460239
278,0.00885008402267084
281,0.0109033795568707
283,0.0206372322570121
296,0.00680052789029423
299,0.00140254216330702
301,0.00221015572410635
306,0.00377032043650559
309,0.00563233652560623
312,0.0342851264912172
317,0.129918594972215
318,0.0127873432066807
323,0.016577772929452
327,0.355959126431639
329,0.063240630416894
332,0.00585462997840254
335,0.0391914471117178
341,0.0773981349263145
343,0.47768543637986
344,0.043609140999703
345,0.00292078362499802
348,0.00940284297352468
350,0.0791223489306194
351,0.312428534376988
354,0.00466943184495461
355,0.0848663282761863
359,0.000274781993110775
360,0.000903720917009419
363,0.00369193256816724
368,0.000282109030027145
374,0.000606888521659143
375,9.65362929423422e-05
378,0.00333764215833103
379,0.0365713568321223
388,0.0013704917787011
389,0.0466322636559037
395,0.000908131037748525
398,0.0458471217705577
402,9.85817851508863e-05
404,0.00130819676564893
409,0.000738242106633034
410,0.0093086483490971
413,0.00308469861636955
415,4.37663181740987e-05
418,0.00155397403151871
426,0.00112187766815682
429,0.0117355254316093
431,0.000512565840667336
434,0.00202734209443504
440,0.0123491945216739
446,4.39301104757211e-05
447,0.00179678453479901
454,0.00410010298126775
457,0.486977720106529
460,0.000192133294893231
462,0.00256908437024031
467,0.00185091673532845
469,0.193163800633991
470,0.000697251726038319
477,0.00102408760152342
478,0.0451832871827521
480,0.00504595693725408
481,0.000607389244964443
483,3.36111683403846e-05
484,0.0251920265674768
485,0.000706768010580333
487,0.000542222831970752
490,0.000242203273014729
492,0.000218904645082159
494,0.00258020626012039
495,0.00673245592413783
496,0.0045393013392032
498,0.00721042346653748
505,0.000136534329058214
506,0.000408145948714867
507,0.00133523344172921
509,0.000139855137867331
511,0.00052289301994036
512,0.0021561799735028
517,0.000803737172835171
520,0.00672444474990939
522,0.000628811167170811
523,0.0303717004391655
525,0.00411076197379756
532,0.0007836017765318
534,0.283858644479227
536,0.0073334226586137
537,0.0057134985870042
540,0.0408612138036418
550,0.00468612961250435
557,0.00273952593786268
563,0.0135782517829171
564,0.0391181804390976
575,0.00859433861282184
593,0.000398988222238467
594,0.0109488573620587
595,0.00108355333265447
596,0.00512338211654575
599,0.000555878108271531
600,0.0199451579703059
603,0.000904382122773876
604,0.00445115104408971
605,0.000988364148454515
607,7.3465380324979e-05
609,0.000826849619189738
611,0.00547049604926231
614,0.00241834144120519
615,0.000100813032429329
620,0.0014388642084953
622,0.000245686671517133
624,0.000212944109764252
625,0.00203401400729167
626,0.943690341221124
633,0.000447794752160933
636,0.0637855420979496
637,0.632259741544083
638,0.00385097831272216
647,0.00303916140169196
648,0.0115928487434717
650,0.000193326117176751
